,ma_san_pham,prediction,binh_luan,ten_san_pham,diem_trung_binh,prediction_label
5565,204100018,1,thiệt sự đồ của eucerin đỉnh mình bị mụn xài nguyên bộ của eucerin tới giờ là gần 5 tháng da mình khỏe hơn đỡ đổ dầu hơn mụn cũng hết giờ chỉ còn thâm nhẹ thôi luôn á thiệt sự mn nên đầu tư sản phẩm của eucerin trong chu kì skincare nha,Kem Dưỡng Eucerin Giúp Làm Giảm Dầu & Mụn 50ml,4.6,negative
5566,100100001,0,đồ quốc dân đa công dụng ✨,Sáp Dưỡng Ẩm Vaseline Original Healing Jelly 49g,4.8,positive
5567,343700002,2,"""Mình đồng ý với nhận xét của bạn Thanh Thùy bên dưới nha. Mình dùng sp đc 1 thời gian rồi cũng thấy ko có tác dụng nhiều, thậm chí còn sợ nó làm bí da nữa. Tối thoa sáng vẫn đổ dầu rất nhiều :""""((""",Gel Dưỡng I'm from Dưỡng Ẩm Và Kiểm Soát Dầu 75g,4.3,neutral
5568,422203776,1,"Bông đổ bụi trắng dính vào mặt, mua phí tiền không sử dụng được",Combo 4 Bông Tẩy Trang Ipek 150 Miếng,3.9,negative
5569,318900012,0,Lành tính. Nhưng da đổ dầu nhiều sau khi apply serum kem dưỡng…,Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml,4.8,positive
5570,318900005,0,"Dùng đã được 1 tháng, thấy da đổ dầu ít hơn hẳn sau khi thoa kem,mấy mụn li ti ở trán xẹp hẳn,sáng dậy nha còn mềm mềm mịn màng nữa í.Các bác nên thử nhá. Sẽ sử dụng dài dài ạ.",Kem Dưỡng Ẩm Klairs Làm Dịu & Phục Hồi Da Ban Đêm 60g,4.8,positive
5571,225300002,1,"mình xài da đổ dầu , nổi mụn đỏ , so với không xài , chả hiểu kiểu gì luôn ??",Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 40ml,4.0,negative
5572,422204231,0,"T dùng da đổ dầu quá trời luôn huhu. Mặt lúc nào cũng như chảo dầu. Được cái láng mịn, giảm thâm mụn thật nha.",Serum Balance Active Formula Ngừa Mụn Mờ Thâm 30ml,4.6,positive
5573,422213312,0,Với tình trạng da đổ nhiều dầu như nước thì sài em này rất là ok luôn,Combo 2 Sữa Rửa Mặt Senka Dành Cho Da Mụn 100g,4.6,positive
5574,223600010,1,"thay đổi bao bì nên thành phần cũng thay đổi, thoa lên da một lúc sau cảm giác khô hơn, loại bao bì cũ thì ẩm mướt cả ngày, không thích sản phẩm như trước kia nữa","Sữa Chống Nắng Senka Kiềm Dầu, Mịn Lì Cho Da Dầu 40ml",4.6,negative
5575,345800027,0,Em này làm tui thay đổi suy nghĩ về miếng dán mụn. Quá đỉnhhhhh,Miếng Dán Mụn Some By Mi 18 Miếng,4.6,positive
5576,343100024,0,mới đổi mẫu hả shop,Kem Chống Nắng B.O.M Nâng Tông Dịu Nhẹ 50ml,4.8,positive
5577,204100019,0,"Đổi qua bao nhiêu loại sữa rửa mặt cuối cùng mình pick em này. Của eucerin chất lượng khá tốt, giao hàng và đóng gói đều rất ưng ý.",Gel Rửa Mặt Eucerin Cho Da Nhờn Mụn 200ml,5.0,positive
5578,248700054,0,có sự thay đổi ạ rõ rệt ạ sài rất tốt mọi ng khuyên dùng,Gel Chấm Mụn Naris Cosmetics Acne Grand 20g,4.9,positive
5579,204100019,0,"Là đứa thường thay đổi srm suốt vì dùng các loại cũ không thấy thích với hợp da lắm, sau thấy loại này khá ổn áp, không bị mùi nồng, da mụn dùng được nên dùng luôn tới giờ cũng được nửa năm rồi.",Gel Rửa Mặt Eucerin Cho Da Nhờn Mụn 200ml,5.0,positive
5580,422204231,1,"đã đổi đc sản phẩm mới nồng độ 15% nia bị cao hơn Tio và mình xài thì kích ứng do da ko chịu đc nồng độ cao qias, chắc sẽ mua lại Tio thui, giảm mụn nhanh mà chắc chị chấm mụn thui chúe ko dám bôi toàn mặt.",Serum Balance Active Formula Ngừa Mụn Mờ Thâm 30ml,4.6,negative
5581,248700053,0,Độ PH 7-8,Sữa Rửa Mặt Naris Acne Grand Cho Da Dầu Mụn 100g,4.9,positive
5582,422211997,0,"ko biết độ chống nắng đạt bao nhiêu, nhưng chất oke, tiệp vào da ngay khi thoa, ko bị vón cục...ok nên mua","Combo 2 Kem Chống Nắng Caryophy Nâng Tone, Ngừa Mụn 50ml",4.3,positive
5583,249500001,0,"Độ chống nắng mạnh rất thich hợp xài cho toàn thân với các hoạt động thể thao ngoài trời, nhược điểm là tắm xong da k mướt mà vẫn rít, nhưng minh van rat thich sp nay ve độ bao ve, nên xài khi di choi, hàng ngày nên xai loại nhe hơn nhung dưỡng nhiều hơn nhé",Sữa Chống Nắng Sunplay Bảo Vệ Vượt Trội SPF81 PA++++ 30g,4.9,positive
5584,357100011,0,"mình xem trên gg thì độ ph là 5.5 , hợp vs da mụn nhưng mình dùng thấy hơi sợ vì sau khi dùng xong thấy mặt căng da hơi khó chịu mùi hương rất thơm","Sữa Rửa Mặt Hatomugi Ý Dĩ Hỗ Trợ Dưỡng Ẩm, Sáng Da 170g",4.5,positive
5585,226200009,0,"Độ pH khoảng 5.5 nên xài xong ko bị khô căng. Chất gel lỏng, có hạt li ti màu xanh. Xài 2 hôm thấy da dịu hẳn. Vài hôm sau mụn ẩn bị đẩy lên (do có AHA) nhưng mà đừng quá lo lắng nhe mn. Nói chung đáng thử. 9/10",Gel Rửa Mặt Acnes Giúp Kiểm Soát Nhờn 100g,5.0,positive
5586,422207401,0,"""độ ph đúng như miêu tả nha, sd xong da mặt vẫn còn độ ẩm, mùi thơm dễ chịu, chất gel nữa, để trong phòng có máy lạnh lấy ra xài cực đã luôn :"""")""",Sữa Rửa Mặt Hazeline Giảm Mụn Chiết Xuất Nghệ Hoa Cúc 100g,5.0,positive
5587,100610004,0,Độ che phủ không cao. Chấm lên vẫn còn nhìn thấy thâm.,Bút Cushion Che Khuyết Điểm Maybelline 120 Light 6ml,48.0,positive
5588,371600006,0,"Độ PH của Serum 4-6 còn sản phẩm này 6,5 ổn không đây?","Serum Balance Active Formula Làm Sáng Da, Mờ Thâm 30ml",4.7,positive
5589,422205819,0,Độ làm sạch 8/10 Không làm khô căng da Dùng rất êm nha Mình da dầu mụn ẩn dùng mỗi ngày Giá hạt dẻ chất lượng cao nha,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml,4.5,positive
5590,377400001,0,"Đánh giá cao về độ làm sạch của em này, mình là con trai ko makeup nhưng từ hồi dùng tt mới biết da bth bẩn :))) dùng hơn 2 tuần da đỡ đổ dầu hẳn nên mụn ít lên hẳn luôn. Sp có mùi nhưng nhẹ dịu nên bạn nào ko thích sp có mùi mình nghĩ dùng vẫn ok, nchung đáng tiền","Nước Tẩy Trang Derladie Ngừa Mụn, Hỗ Trợ Làm Sạch Da 500ml",4.6,positive
5591,204900004,0,"độ làm sạch thì quá là ok luôn, mỗi tội sạch quá nên khi rửa xong da hơi khô, em này không mùi, rất hợp với da dầu mụn nha, xài xong nhớ dưỡng ẩm kĩ là được","Gel Rửa Mặt La Roche-Posay Dành Cho Da Dầu, Nhạy Cảm 200ml",4.7,positive
5592,223600003,0,Độ pH cao khoảng 7. Trong khi da cần từ 5-5.5. Nhưng sản phẩm có một số chất khác bù lại phần nào và cần dùng ngay toner sau khi rửa mặt. Đặc biệt bạn nào thích cảm giác tạo bọt của sửa rửa mặt có thể tham khảo❤,Sữa Rửa Mặt Senka Tạo Bọt Chiết Xuất Tơ Tằm Trắng 120g,4.4,positive
5593,422206644,0,Không quá tệ nhưng tôi mong đợi nhiều hơn.,Kem Dưỡng L'Oreal Paris Sáng Mịn Mờ Thâm Nám Ban Ngày 50ml,4.7,positive
5594,422216416,1,"Lúc trước mình dùng rất ok. Đợi cả tháng mới có,mẫu mới này mình dùng ko ổn chút nào cố bôi vài ngày thì mẫn lên mụn. Bùn ghê",Combo 2 Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml,4.6,negative
5595,357100008,2,"Chọn giao nhanh 2h mà phải đợi thêm 1 tiếng nữa mới nhận được. Shiper dễ thương, xài oce sẽ quay lại",Kem Dưỡng Hatomugi Cấp Ẩm & Làm Sáng Da 300g,4.5,neutral
5596,422211231,0,"đợt amee về trường được tặng cái này nè, dùng thử xong mê luôn, kiểu nó ráo nhanh, mặt mịn lắm, thích xỉu, mà mua được tặng miếng dán mụn luôn, hsk vẫn số 1","Sữa Chống Nắng Acnes Ngăn Ngừa Mụn Cho Da Mụn, Nhạy Cảm 50g",5.0,positive
5597,204100023,1,"Đợt bị break out nghe nhiều người giới thiệu em này nên đánh liều dùng thử, kết quả hơn mong đợi. Da mình giảm đỏ sưng và mụn xẹp nhanh sau khoảng tầm hơn 1 tuần, trộm vía may ghê.",Gel Giảm Mụn Eucerin Dành Cho Mụn Viêm & Không Viêm 40ml,4.9,negative
5598,422214146,1,"đợt này cháy hàng ở hasaki rồi, mua ở chỗ khác mắc gấp đôi, huhuhu, hasaki hay bị đứt hàng quá hic",Combo 2 Sữa Rửa Mặt Simple Giúp Da Sạch Thoáng 150ml,4.7,negative
5599,243300007,1,"mình sài loại này mấy năm trời rồi. mấy đợt gần đây bông cứng, mỏng, các mụn nhỏ ở miếng bông nhiều. mỗi lần lấy bông ra khỏi bọc là các mụn trắng rơi rất nhiều, lau mặt thì dính vào mặt nhiều.",Bông Tẩy Trang Ipek 150 Miếng,3.9,negative
5600,358300002,0,"Đợt mình tìm hiểu thì thấy em này trên diễn đàn làm đẹp, được chị em review rằng hiệu quả dưỡng trắng rất tốt cũng sân si đi tìm mua, thì những lần đầu sử dụng mình không mê lắm cái mùi của bạn này, tuy nhiên được 1 cái là sau từ 2-3 phút thoa thì bay hết mùi. Điểm cộng là chất serum thẩm thấu rất nhanh, không bết rít, hoặc khó thấm trên da mình. Sử dụng trên 2 tuần mình thấy da có sáng mịn lên dù không trắng sau 7 ngày như thương hiệu nói như có tác dụng trên da mình thì mình rất ok. Recommend cho các bạn thích dưỡng trắng như mình nhé, không thích hợp trên da mụn còn đa số da khác đều ok","Serum Angel's Liquid Dưỡng Sáng Da, Mờ Thâm 30ml",4.7,positive
5601,422203776,1,"bông đợt này rất dởm, mới lấy ra chưa sài gì đã bung làm đôi :))), dùng để tẩy trang mới chùi nhẹ 1 lần là miếng bông tơi thành tám mảnh",Combo 4 Bông Tẩy Trang Ipek 150 Miếng,3.9,negative
5602,358300001,0,"Kem này mình dùng từ lâu rồi, đợt qua hasaki mua hủ mới, hàng chính hãng giá đẹp so với mua ở ngoài, thoa này thích cực kì thấm nhanh, nhẹ da, dùng từ tuần thứ 4 tông da lên tông cực kì luôn","Kem Dưỡng Angel's Liquid Làm Sáng Da, Mờ Thâm 50ml",4.5,positive
5603,422218365,0,"Đợt trước có dùng màu hồng 12ml mà giờ dùng sang loại màu vàng đồng nắp xanh này ok nhé cả nhà. Lỏng thấm nhanh mỏng nhẹ, mùi dễ chịu, lên da k gây bết dính . Đúng là đắt xắt ra miếng",Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 20ml (Mới),4.9,positive
5604,249500027,0,mua đợt này nghe mùi cồn kinh khủng,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),4.4,positive
5605,249500019,1,Sao đợt này có mùi hắc thiệt.,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),4.4,negative
5606,422207413,1,"Đợt trước mua sài ok, mà lần này em mua có mùi hắc khó chịu, sài bết k bật tone",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),4.4,negative
5607,249500019,1,"Đợt này k biết sao mà mùi bị hắc với rít quá, k giống mấy lần trước",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),4.4,negative
5608,422203145,1,"Chai đợt này mình mua có mùi rất khí chịu, không giống với đợt trước",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),4.4,negative
5609,422203809,0,"Bông đợt vừa rồi mình mua mỏng ơi là mỏng luôn, rất dễ bong ra nữa",Combo 3 Bông Tẩy Trang Ipek 150 Miếng,3.9,positive
5610,422203776,0,Bông đợt này bị mỏng và rất dễ rách.,Combo 4 Bông Tẩy Trang Ipek 150 Miếng,3.9,positive
5611,422203776,0,Bông đợt này rất là mỏng luôn á :((( rồi nó bị xơ bông nữa nên không hài lòng,Combo 4 Bông Tẩy Trang Ipek 150 Miếng,3.9,positive
5612,204100018,1,"Đợt mình bị mụn khoảng hơn 3 tháng trước thì thấy em này giảm mụn siêu ok, mấy cục mụn viêm của mình từ từ xẹp xuống chứ ko bị sưng nữa, da từ từ hồi phục, lỗ chân lông mình cảm giác như được thu nhỏ lại hơn, vùng chữ T cũng bớt đổ dầu hơn. Order chính hãng nên cũng yên tâm nhiều.",Kem Dưỡng Eucerin Giúp Làm Giảm Dầu & Mụn 50ml,4.6,negative
5613,422206537,0,"Đợt da bị mụn cũng tìm vài loại srm nhẹ nhàng dùng thì được mn high recommend chai này nên cũng thử, rồi dùng tới bây giờ luôn. Một chai dùng được khá lâu, nên cứ hết rồi lại mua chai mới. Hehe",Gel Rửa Mặt Eucerin Cho Da Nhờn Mụn 75ml,5.0,positive
5614,422206537,0,Dùng chai này từ đợt da bị mụn tới da trộm vía giảm hẳn mụn nhưng vẫn dùng vì hợp. Dịu nhẹ mà không hề khô da.,Gel Rửa Mặt Eucerin Cho Da Nhờn Mụn 75ml,5.0,positive
5615,422211640,0,"K biết mn sao chứ đợt trước mua sàu rất êm, mấy đợt sau này sài nó bị sơ với hay có bông mịn dính lại trên mặt",Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng,4.7,positive
5616,204100019,0,"Nhờ một đợt săn deal hời mua được chai này với giá rẻ, giờ hết deal vẫn phải mua vì dùng khá ưng ý. Da nhạy cảm như mình dùng vẫn cứ oke, rửa mặt nhẹ nhàng phết.",Gel Rửa Mặt Eucerin Cho Da Nhờn Mụn 200ml,5.0,positive
5617,422205122,1,"đợt mình dùng timeless bị kích ứng mặc dù là da nhạy cảm nên tham khảo thử loại này khả năng phục hồi rất ổn nha. Rcm cho bạn nào nền da dễ nổi mụn hoặc sau nặn mụn hỗ trợ giảm sưng đỏ đáng kể nha, thấm siêu nhanh, màng ẩm để lại ko bị dính hay bí. Mình dùng gần hết lọ thứ 2 roàiii",Serum B.O.M Từ 8 Loại Trà Làm Dịu & Cấp Ẩm Da 38ml,5.0,negative
5618,422216596,0,"đợt trước mình có mua tuýp mini 160k xài thử, mà nay giảm giá tốt quá nè, tiếc là mình đã mua chai lớn rồi! huhu...",Combo 2 Serum Vichy Giải Cứu Làn Da Tức Thì 10ml,5.0,positive
5619,422208859,0,"Từ đợt vô Hasaki được bạn nhân viên giới thiệu em này, mình mê luôn đến giờ chắc cũng được tuýp thứ 3 rồi. Rửa xong da ẩm mịn chứ không để lại cảm giác khô căng kiểu Angel's Liquid Gluta. Nếu Bio essence làm dạng nắp bật/đóng thì mình chấm luôn em này 10đ không có nhưng. Cá nhân mình không thích srm dạng nắp vặn cho lắm.",Sữa Rửa Mặt Bio-essence Dưỡng Sáng Da 100g,4.0,positive
5620,422200236,0,"Đợt vưa roi minh mua chất kem bị tách dầu minh đã sài dc 1 ít, nhưng khi báo bên hasaki đã hỗ trợ đổi cho mình tuyp khác. Sẽ tiếp tục ủng hộ sp bên hasaki",Kem Chống Nắng MartiDerm Phổ Rộng Bảo Vệ Toàn Diện 40ml,5.0,positive
5621,422203901,0,đợt trc dùng ổn mà đợt này cảm thấy hơi thô. ngoài ra ok hết.,Bông Tẩy Trang Ceiba 100% Chất Liệu Cotton 140 Miếng,4.7,positive
5622,422203145,1,Đợt trước mua xài ổn đợt này giao kem mùi hắc quá,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),4.4,negative
5623,422202253,0,"Các bạn mua về đừng bỏ hộp nha, mở hộp ra có hướng dẫn cắt hộp xếp lại tái thế thành hộp đựng mĩ phẩm cũng dễ thương lắm, cắt bằng dao rọc giấy sẽ ok hơn",Mặt Nạ Naruko Ý Dĩ Nhân Đỏ Dưỡng Sáng Da 25ml (Mới),4.9,positive
5624,422209262,0,đừng rta hiệu quả sản phẩm đáng để dùng,Combo Cocoon Tẩy Da Chết Cho Mặt & Toàn Thân Từ Cà Phê Đắk Lắk (200ml+150ml),5.0,positive
5625,422211447,0,"Mình rất ưng sản phẩm của loreal, rất hài lòng, tẩy trang dịu nhẹ",Combo 2 Nước Tẩy Trang L'Oreal Căng Mịn Da 400ml,4.7,positive
5626,248700035,0,Rất ưng nha. Kem chống nắng thích nhất từ trước tới giờ.,Kem Chống Nắng Naris Cosmetics Dạng Gel Nâng Tone Da 80g,4.7,positive
5627,422212100,0,"mình đã dùng mấy lần thấy rất là chim ưng lun trong những dòng nâng tông mình từng dùng, thấm nhanh, mỏng nhẹ ráo, nâng tông, không bị mụn giá thì rất mềm, dịp sale còn dc tặng thêm tuýp nhỏ xinh tiện lợi mang theo dc nữa",Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 20ml,4.6,positive
5628,422203145,0,"Khá là ưng em này, dưỡng ẩm khá tốt, nâng tone nhẹ, mùi dịu nhẹ, dùng khá là mềm da :vvv",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),4.4,positive
5629,249500007,0,"rất rất ưng em này luôn,da dầu rất nhiều,bôi lên đến 5 tiếng mới ra tí dầu thôi",Sữa Chống Nắng Sunplay Skin Aqua Dưỡng Da Sáng Mịn 55g,4.8,positive
5630,100750038,0,"Ưng hasaki vì lúc nào cũng đóng gói rất cẩn thận, sạch sẽ, đẹp",Nước Tẩy Trang Byphasse Cho Mọi Loại Da 500ml,4.6,positive
5631,422201090,0,"mình đã dùng e này 1 time rồi, rất ưng e này, thật sự, thật sự hài lòng với tiền mình mua, giảm bỏng mắt , còn thâm thì it ,kh biết do mình hay thức khuya kh nữa. nhưng bỏng mắt tan dần là mình mừng rùi","Kem Dưỡng Mắt Sur.Medic+ Giảm Nếp Nhăn, Ngăn Lão Hóa 35ml",4.8,positive
5632,256700012,1,"Mình thấy dùng ưng cơ mà hơi bết dít nếu dùng xong 1 tiếng chắc phải đi rửa vì hơi dính, không biết có tác dụng nhiều không",Gel Nha Đam Milaganics Dưỡng Ẩm & Làm Mềm Da 150ml,4.8,negative
5633,345800003,0,Mình ưng em này lắm ko bị bí da . Sau khi sài hết một hộp mình thấy da mình láng nè mấy cái mụn liti cám giảm rõ mình có thử nhìu loại r mà ưng mỗi e này . Em này kết hợp với serum chàm trà đỏ của some by me trị mụn đỉnh lắm,Kem Dưỡng Some By Mi Hỗ Trợ Giảm Mụn 60g,4.6,positive
5634,245500009,0,"xài ưng lắm nha, mịn dễ sợ",Tẩy Tế Bào Chết Rosette Cho Mọi Loại Da 180g,4.7,positive
5635,422202629,0,"Ưng lắm mọi người ơi, từ packaging đến texture. Da mình thuộc loại khô và dễ bị kích ứng, apply em này lên không vấn đề gì. Dùng được 1 tuần cảm nhận độ ẩm của da cải thiện rõ hơn ban đầu á. Nên mua nha mọi người","Serum Skin1004 Cấp Ẩm, Làm Dịu & Dưỡng Sáng Da 50ml",4.8,positive
5636,422201725,1,"Xài ưng lắm nè, thấm rất nhanh, ko gây bết. Da mình hay nổi mụn ẩn xài kem này thời gian trộm vía ko lên mụn luôn í. Mn nên dùng thử",Kem Dưỡng B.O.M Chiết Xuất 8 Loại Trà Cấp Ẩm Da 50g,5.0,negative
5637,422203145,0,mua mấy lần đều rất ưng. riêng lần này mua mùi nồng kinh khủng. ko dùng đc,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),4.4,positive
5638,422201090,0,"Tìm mua rất lâu rồi mới thấy ưng dc kem mắt cho tuổi lão hóa đó, thích cái mùi the mát thư giãn, riêng về lão hóa thì buộc phải chăm dùng, mưa dầm thấm lâu, xài này thì có cảm nhận rõ độ săn hơn ở vùng da, sẽ cố gắng siêng dùng mỗi ngày","Kem Dưỡng Mắt Sur.Medic+ Giảm Nếp Nhăn, Ngăn Lão Hóa 35ml",4.8,positive
5639,422218099,0,tới thời điểm hiện tại là ưng được em mặt nạ này nhất đấy. Da tui thuộc da thường.,Hộp 10 Miếng Mặt Nạ Wonjin Phục Hồi Chuyên Sâu 30g/M,4.8,positive
5640,225200013,0,"Khá ưng, làm mềm môi, dưỡng ổn",Mặt Nạ Ngủ Môi Care:Nel Chiết Xuất Quả Mọng 5g,4.8,positive
5641,222600030,0,"Đã xài wa nhìu loại nhưng vẫn ưng em này nhất , da mịn màng , xài đều màu , bôi thấm nhanh",Nước Dưỡng Bio-essence Vàng 24K Ngừa Lão Hoá Da 150ml,5.0,positive
5642,204900004,0,"Cái ưng nhất là dung tích nhiều, sử dụng 7 tháng rồi mà vẫn chưa hết, làm sạch da mặt rất tốt. Tuy nhiên, có mùi hóa hơi nồng xíu, với lại làm khô da sau khi sử dụng. Lúc có xài treatment, sử dụng cái này xong da căng, khô, phải dưỡng ẩm liền. Nói chung, ai da khô, kị mùi nồng nên xem xét lại. Tổng thể thì sản phẩm tương đối tốt nhưng chưa toàn diện","Gel Rửa Mặt La Roche-Posay Dành Cho Da Dầu, Nhạy Cảm 200ml",4.7,positive
5643,345800013,0,"lần đầu tiên dùng nhưng rất ưng kem nâng tông nhẹ, bôi thấm vào da rất nhanh ko bị vón cảm giác da mềm ko bị khô,hợp túi tiền từ giờ sẽ chỉ dùng em này thôi",Kem Chống Nắng Some By Mi Nâng Tông Da 50ml,4.3,positive
5644,422211878,0,"khá ưng em serum nhà 1004 này, xem review của 1 bạn trên ytb về e này thấy ok nên xài thử, đã dùng hết 1 chai 50ml thấy hiệu quả rõ sau khi đi nặn về",[Mini] Serum Skin1004 Rau Má Giảm Mụn & Phục Hồi Da 30ml,4.7,positive
5645,343100029,0,"Đã sd nhiều lần, rất ưng. Sạch da nhưng ko khô căng, có thấy giảm dầu rõ rệt sau một tgian dùng.",Nước Tẩy Trang B.O.M Từ 8 Loại Trà Làm Sạch Da 500ml,4.9,positive
5646,213300003,0,"Mình rất là ưng sp này,hình như đã dùng hết chai thứ 5 hay 6 gì í",Sữa Chống Nắng Bioré Sáng Hồng Tự Nhiên SPF50+/PA++++ 30ml,4.7,positive
5647,205100137,0,Rất ưng sản phẩm tẩy trang này. Quá xuất sắc,"Nước Tẩy Trang L'Oreal Tươi Mát Cho Da Dầu, Hỗn Hợp 400ml",4.7,positive
5648,331300017,0,"Em này dùng ưng dễ sợ. Sữa rửa mặt sạch sâu, k mùi, rửa xong da k bị khô căng. Chắc phải dính vs em này lun quá",Sữa Rửa Mặt Curél Dạng Bọt Dành Cho Da Dầu 150ml,4.5,positive
5649,211300002,0,rất chi là ưng em này luôn dùng tận mấy chai rồi. Da mình hh thiên dầu có mụn ẩn nhiều. Dùng ẻm thì mụn đỡ đi nhiều luôn. Nên dùng nha vì chất lượng tóit mà giá rẻ nữa,Nước Hoa Hồng Simple Làm Dịu Da & Cấp Ẩm 200ml,4.8,positive
5650,422207562,0,Nói chung rất ưng nha. Tẩy trang cũng sạch nữa. Mê ê ê ê,Combo 2 Nước Tẩy Trang Cocoon Bí Đao Làm Sạch & Giảm Dầu 140ml,4.9,positive
5651,222600006,0,"Mình rất ưng em này , vì em này lấy đi da chết thật chứ không phải tạo gôm giả . Mình đã thử bằng cách dùng liên tục 2 lần trong 1 lần tẩy da chết , lần đầu tiên thì chất gôm ra rất nhiều nhưng sau đó rửa mặt sạch lại rồi dùng lần 2 thì chất gôm ra rất ít , hầu như không có . Sau khi sử dụng rồi rửa mặt sạch lại vs srm thì cảm thấy da siêu sạch nhưng không phải sạch kin kít mà cảm giác nhẹ tênh , có độ đàn hồi , ẩm mịn và đặc biệt là sau đó bạn đắp mask thì như tất cả các tinh chất đc da hấp thụ sạch .",Gel Tẩy Tế Bào Chết Bio-essence Dưỡng Da Tươi Trẻ 60g,5.0,positive
5652,422211276,0,"Ưng em nay lăm luôn minh sd dc 2 tip rui sai dv lâu , giá cả bình dân đáng để mn thử nha❤️",Kem Chống Nắng Naris Cosmetics Dạng Gel Dưỡng Sáng Da 90g,4.7,positive
5653,308500015,0,"rất ưng mặt nạ này luôn í, mình hay bị mụn xưng to nhưng mỗi lần đắp xong thì xẹp đi hẳn, mình đang xài hộp thứ 2 và chuẩn bị mua đến hộp thứ 3","Mặt Nạ Naruko Bạch Ngọc Lan Dưỡng Sáng, Săn Chắc Da 30ml",4.9,positive
5654,211300002,0,"Rất ưng sp này, về chất nước thì lỏng như nước nên rất ổn, giúp các bước sau dễ thẩm thấu da vô cùng, mình từng dùng toner khác thì bước sau ko thấm được, bị bết bết nhưng em này thoa là thấm, thích cực. Với B5 và Niacinamide thì công dụng phục hồi da siêu tốt, tạo lớp nền chống kích ứng cực kì phù hợp cho các bước treatment tiếp theo, mình mới thoa 1 lần mà sau khi ngủ dậy thấy da căng mướt đã lắm. Thấy em này dưỡng quá xuất sắc, ko hiểu các bạn đòi hỏi gì hơn ở bước toner nữa :v",Nước Hoa Hồng Simple Làm Dịu Da & Cấp Ẩm 200ml,4.8,positive
5655,422202569,0,Ưng ý lắm luôn,Sữa Rửa Mặt Eucerin Dịu Nhẹ Cho Da Nhạy Cảm 400ml,4.5,positive
5656,308500037,0,"Rất ưng ý với mặt nạ này, hiệu quả rõ rệt, chăm xông mặt rồi đắp mặt nạ lên là 1 tuần đã cải thiện rõ rệt",Hộp 8 Miếng Mặt Nạ Naruko Tràm Trà Kiềm Dầu Giảm Mụn 26ml/M,4.9,positive
5657,422211241,0,Ưu: b5+ thấm nhanh hơn b5 (da hhtd) Nhược: mình cảm thấy độ hồi phục da của b5+ yếu hơn b5,Kem Dưỡng La Roche-Posay Giúp Phục Hồi Da Đa Công Dụng 100ml,4.8,positive
5658,422204388,1,Ưu điểm: lớp finish đẹp Nhược điểm: ko có khả năng chống nc nên ko thích hợp cho hoạt động ngoài trời. Khi mồ hôi ra sẽ lm trôi kcn tạo thành vệt / giọt màu trắng nhìn rất là ... VỚI GIÁ GẦN 300K THÌ HƠI THẤT VỌNG XÍU NHƯNG DÙNG CHO BODY KHÁ OKELA ĐẤY Ạ DĨ NHIÊN KO CÓ Ý ĐỊNH MUA LẠI.,"Kem Chống Nắng Caryophy Nâng Tone, Ngừa Mụn 50ml",4.3,negative
5659,251900019,0,"Ưu điểm: Mặt nạ thơm, đắp xong cấp ấm tức thì, mịn da, sale giá rẻ lắm Nhược điểm: Không hiểu sao thấy hơi khó đắp một tí (kiểu form mặt nạ hơi kì sao á) => giá rẻ mà chất lượng vậy là ổn rồi",Mặt Nạ Rainbow L’affair Mật Ong Dưỡng Ẩm Da 25g,4.9,positive
5660,205600374,0,"Ưu điểm: Ngoại hình đẹp, mịn, rẻ Nhược điểm: Kiềm dầu tạm, ko gọi là tốt lắm Nói chung nếu có khả năng hãy chọn loại đắt hơn",Phấn Phủ Maybelline Mịn Nhẹ Kiềm Dầu Chống Nắng 6g #112,43.0,positive
5661,422201005,2,"Ưu điểm: Rẻ Nhược điểm: Che chỉ được khoảng 60-70%, không có gì nổi bật trong giới che khuyết điểm Nói chung là nếu nền da xấu thì nên xem xét hãng khác",Kem Che Khuyết Điểm Silkygirl 02 Natural Tông Tự Nhiên 2ml,30.0,neutral
5662,422209704,1,Ưu điểm là cấp ẩm vừa phải đắp xong mát da và sáng da hẳn nhược điểm là vừa đắp tầm 1p cảm giác hơi châm.chít và ngứa da,Mặt Nạ Banobagi Dưỡng Sáng Cấp Nước (Xanh Dương Đậm) 30g,4.8,negative
